pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,Amount,Fraud
2014-06-14 13:39:00 UTC,-73.954927,40.783217,-73.952562,40.789407,1,172.44,1
2014-06-14 13:39:00 UTC,-74.00477,40.746977,-73.96411,40.802537,3,22.36,0
2014-06-14 13:39:00 UTC,-74.00544,40.745935,-73.985797,40.763722,4,34.65,0
2014-06-14 13:39:00 UTC,-74.01311,40.70408,-73.973397,40.751617,2,66.23,1
2014-06-14 13:39:00 UTC,-73.980173,40.74585,-73.986687,40.766567,1,21.45,0
2014-06-14 13:39:00 UTC,-73.99287,40.75307,-73.9894,40.75766,4,22.45,0
2014-06-14 13:39:00 UTC,-73.96409,40.776612,-73.981708,40.75233,3,12.54,0
2014-06-14 13:39:00 UTC,-73.98736,40.729017,-73.99781,40.729485,2,19.54,0
2014-06-14 13:39:00 UTC,-73.96744,40.772032,-73.981815,40.773535,1,24.33,0
2014-06-14 13:39:00 UTC,-73.996132,40.726167,-73.984293,40.729047,1,32.33,1
2014-06-14 13:39:00 UTC,-73.986387,40.739997,-73.979067,40.737097,1,11.23,0
2014-06-14 13:39:00 UTC,-73.997102,40.722197,-73.963812,40.71224,2,13.95,0
2014-06-14 13:39:00 UTC,-73.993222,40.747247,-73.959138,40.763547,3,20.56,0
2014-06-14 13:39:00 UTC,-73.989773,40.73411,-73.943265,40.691587,4,5.2,1
2014-06-14 13:39:00 UTC,-73.986618,40.761682,-73.982262,40.771067,1,136.52,1
2014-06-14 13:39:00 UTC,-73.99221,40.730832,-73.998578,40.719815,2,66.76,1
2014-06-14 13:39:00 UTC,-73.96384,40.768102,-73.992085,40.730375,3,4.33,1
2014-06-14 13:39:00 UTC,-73.96038,40.776002,-73.938887,40.804297,4,59.22,1
2014-06-14 13:39:00 UTC,-73.97256,40.756255,-74.000222,40.76261,3,12,0
2014-06-14 13:39:00 UTC,-73.977347,40.758262,-74.00764,40.732922,2,19.45,0
2014-06-14 13:39:00 UTC,-73.96619,40.76811,-73.99328,40.739977,1,20,0
2014-06-14 13:39:00 UTC,-73.993332,40.689932,-73.978802,40.684532,4,14.55,0
2014-06-14 13:39:00 UTC,-73.989652,40.772837,-73.991937,40.749412,1,12.32,0
2014-06-14 13:39:00 UTC,-73.994922,40.749567,-73.992607,40.742872,2,31.22,1
2014-06-14 13:39:00 UTC,-73.984972,40.736205,-73.990887,40.742212,3,22.43,1
2014-06-14 13:39:00 UTC,-73.98,40.745682,-73.97262,40.758292,4,19.99,0
2014-06-14 13:39:00 UTC,-73.975752,40.781657,-73.982252,40.77054,3,20,0
2014-06-14 13:39:00 UTC,-73.994077,40.741197,-73.984512,40.764202,2,22,0
2014-06-14 13:39:00 UTC,-73.972752,40.76462,-73.966815,40.772452,1,17,0
2014-06-14 13:39:00 UTC,-73.992943,40.74247,-73.996302,40.738157,4,94,1
2014-06-14 13:39:00 UTC,-73.96919,40.76946,-74.00148,40.72626,1,21.12,0
2014-06-14 13:39:00 UTC,-74.003227,40.725407,-73.988945,40.72304,2,24.66,0
2014-06-14 13:39:00 UTC,-73.971583,40.766377,-73.97747,40.762815,3,12.44,0
2014-06-14 13:39:00 UTC,-73.97615,40.739872,-74.003053,40.756222,4,9.45,0
2014-06-14 13:39:00 UTC,-73.97318,40.755452,-73.98097,40.744632,1,66.78,1
2014-06-14 13:39:00 UTC,-73.96829,40.755192,-73.987627,40.738435,1,34.54,1
2014-06-14 13:39:00 UTC,-73.948185,40.774497,-73.98173,40.767695,2,12.92,0
2014-06-14 13:39:00 UTC,-73.78196,40.64479,-73.97213,40.6404,2,16.33,0
2014-06-14 13:39:00 UTC,-73.986835,40.76629,-73.990022,40.764802,4,12.22,0
2014-06-14 13:39:00 UTC,-73.97961,40.76717,-73.979495,40.771242,4,19.99,0
2014-06-14 13:39:00 UTC,-73.955017,40.773412,-73.959745,40.779475,3,80.45,1
2014-06-14 13:39:00 UTC,-73.992555,40.714095,-73.983663,40.721375,3,56.76,1
2014-06-14 13:39:00 UTC,-73.961491,40.776958,-73.950262,40.77232,4,33.65,0
2014-06-14 13:39:00 UTC,-73.993505,40.74981,-73.984672,40.761817,4,45.55,0
2014-06-14 13:39:00 UTC,-73.988536,40.721543,-73.984026,40.743492,3,83.45,0
2014-06-14 13:39:00 UTC,-73.973565,40.754947,-74.006003,40.70687,3,99.72,1
2014-06-14 13:39:00 UTC,-73.98206,40.77772,-73.97436,40.78747,2,105.33,1
2014-06-14 13:39:00 UTC,-73.988327,40.74821,-73.991392,40.744802,2,112.22,1
2014-06-14 13:39:00 UTC,-73.995295,40.74963,-73.995878,40.737047,1,160.34,1
2014-06-14 13:39:00 UTC,-74.012938,40.70807,-73.958972,40.729785,1,172.44,1
2014-06-14 13:39:00 UTC,-73.97194,40.762475,-73.98824,40.743342,3,22.36,0
2014-06-14 13:39:00 UTC,-74.002072,40.740237,-73.99559,40.716945,4,34.65,0
2014-06-14 13:39:00 UTC,-73.991572,40.749837,-73.973802,40.737797,2,66.23,1
2014-06-14 13:39:00 UTC,-73.991395,40.735137,-74.00564,40.737587,1,21.45,0
2014-06-14 13:39:00 UTC,-73.997557,40.756537,-73.988297,40.764865,4,22.45,0
2014-06-14 13:39:00 UTC,-73.955755,40.77963,-73.986795,40.750447,3,12.54,0
2014-06-14 13:39:00 UTC,-73.9583,40.80089,-73.97335,40.76376,2,19.54,0
2014-06-14 13:39:00 UTC,-74.003687,40.70605,-73.99041,40.73087,1,24.33,0
2014-06-14 13:39:00 UTC,-73.999117,40.734173,-73.97389,40.763952,1,32.33,1
2014-06-14 13:39:00 UTC,-73.99088,40.75554,-73.97535,40.75122,1,11.23,0
2014-06-14 13:39:00 UTC,-73.975692,40.782117,-73.970575,40.758672,2,13.95,0
2014-06-14 13:39:00 UTC,-73.954693,40.773215,-73.983427,40.76052,3,20.56,0
2014-06-14 13:39:00 UTC,-73.935207,40.75077,-73.949648,40.752697,4,5.2,1
2014-06-14 13:39:00 UTC,-73.790352,40.643745,-73.994598,40.748702,1,136.52,1
2014-06-14 13:39:00 UTC,-73.983213,40.744428,-73.992753,40.753042,2,66.76,1
2014-06-14 13:39:00 UTC,-74.001452,40.734487,-74.00148,40.734712,3,4.33,1
2014-06-14 13:39:00 UTC,-73.967087,40.788497,-73.967118,40.793702,4,59.22,1
2014-06-14 13:39:00 UTC,-73.987818,40.75985,-73.961963,40.779332,3,12,0
2014-06-14 13:39:00 UTC,-73.983472,40.738922,-74.00349,40.722732,2,19.45,0
2014-06-14 13:39:00 UTC,-73.981537,40.74393,-74.00091,40.720537,1,20,0
2014-06-14 13:39:00 UTC,-73.98403,40.757731,-73.872712,40.774424,4,14.55,0
2014-06-14 13:39:00 UTC,-73.790212,40.644205,-73.898725,40.69862,1,12.32,0
2014-06-14 13:39:00 UTC,-73.977597,40.758087,-74.013315,40.708975,2,31.22,1
2014-06-14 13:39:00 UTC,-73.97876,40.736587,-74.001597,40.75479,3,22.43,1
2014-06-14 13:39:00 UTC,-74.002925,40.723357,-74.017655,40.705132,4,19.99,0
2014-06-14 13:39:00 UTC,-73.983557,40.770987,-73.990095,40.76183,3,20,0
2014-06-14 13:39:00 UTC,-73.982112,40.775165,-73.974962,40.790022,2,22,0
2014-06-14 13:39:00 UTC,-73.97107,40.76405,-73.98289,40.68982,1,17,0
2014-06-14 13:39:00 UTC,-73.98748,40.776608,-73.97186,40.799902,4,94,1
2014-06-14 13:39:00 UTC,-74.004957,40.737597,-73.989523,40.742702,1,21.12,0
2014-06-14 13:39:00 UTC,-73.987477,40.75013,-73.978405,40.772792,2,24.66,0
2014-06-14 13:39:00 UTC,-73.950668,40.779357,-73.981842,40.779302,3,12.44,0
2014-06-14 13:39:00 UTC,-73.98059,40.747682,-73.98059,40.747682,4,9.45,0
2014-06-14 13:39:00 UTC,-73.97548,40.776852,-73.95267,40.783477,1,66.78,1
2014-06-14 13:39:00 UTC,-73.996185,40.753532,-73.984365,40.753992,1,34.54,1
2014-06-14 13:39:00 UTC,-73.958397,40.778772,-73.966175,40.768047,2,12.92,0
2014-06-14 13:39:00 UTC,-73.996115,40.722317,-74.003342,40.722747,2,16.33,0
2014-06-14 13:39:00 UTC,-73.969212,40.761087,-73.98627,40.767207,4,12.22,0
2014-06-14 13:39:00 UTC,-74.003515,40.725305,-73.989928,40.751592,4,19.99,0
2014-06-14 13:39:00 UTC,-74.007248,40.727522,-73.987782,40.724135,3,80.45,1
2014-06-14 13:39:00 UTC,-73.979138,40.755022,-74.011417,40.709817,3,56.76,1
2014-06-14 13:39:00 UTC,-73.9624,40.767412,-73.953473,40.772772,4,33.65,0
2014-06-14 13:39:00 UTC,-73.958,40.768752,-73.956025,40.771297,4,45.55,0
2014-06-14 13:39:00 UTC,-73.96765,40.763025,-73.960562,40.775427,3,83.45,0
2014-06-14 13:39:00 UTC,-73.994193,40.751092,-74.003652,40.741975,3,99.72,1
2014-06-14 13:39:00 UTC,-73.99808,40.736957,-73.998557,40.724587,2,105.33,1
2014-06-14 13:39:00 UTC,-73.975412,40.765327,-73.969302,40.762825,2,112.22,1
2014-06-14 13:39:00 UTC,-73.995857,40.732792,-73.985787,40.762177,1,160.34,1
2014-06-14 13:39:00 UTC,-73.99488,40.765705,-73.9858,40.760697,1,172.44,1
2014-06-14 13:39:00 UTC,-74.008063,40.722182,-73.95736,40.774037,3,22.36,0
2014-06-14 13:39:00 UTC,-74.0018,40.74079,-73.99818,40.72381,4,34.65,0
2014-06-14 13:39:00 UTC,-73.95429,40.766287,-73.961268,40.764667,2,66.23,1
2014-06-14 13:39:00 UTC,-74.005452,40.707692,-73.98512,40.720387,1,21.45,0
2014-06-14 13:39:00 UTC,-73.993063,40.757987,-73.9957,40.740182,4,22.45,0
2014-06-14 13:39:00 UTC,-73.98722,40.722402,-73.990852,40.729342,3,12.54,0
2014-06-14 13:39:00 UTC,-73.981957,40.768555,-73.971425,40.76216,2,19.54,0
2014-06-14 13:39:00 UTC,-73.980095,40.755147,-73.993037,40.736612,1,24.33,0
2014-06-14 13:39:00 UTC,-73.958775,40.772602,-73.988202,40.763167,1,32.33,1
2014-06-14 13:39:00 UTC,-73.99619,40.743327,-74.00315,40.723092,1,11.23,0
2014-06-14 13:39:00 UTC,-73.970323,40.793943,-73.955458,40.779405,2,13.95,0
2014-06-14 13:39:00 UTC,-73.97472,40.76165,-73.98253,40.75514,3,20.56,0
2014-06-14 13:39:00 UTC,-73.99233,40.743607,-74.005145,40.718915,4,5.2,1
2014-06-14 13:39:00 UTC,-73.990102,40.756892,-73.98937,40.736727,1,136.52,1
2011-12-12 09:42:12 UTC,-73.9851,40.7365,-73.9902,40.7466,2,66.76,1
2011-12-12 09:42:12 UTC,-73.967846,40.801121,-73.971495,40.794979,3,4.33,1
2011-12-12 09:42:12 UTC,-73.983598,40.744122,-74.00721,40.713087,4,59.22,1
2011-12-12 09:42:12 UTC,-74.003716,40.72374,-73.992444,40.73906,3,12,0
2011-12-12 09:42:12 UTC,-73.964083,40.771029,-73.976259,40.756069,2,19.45,0
2013-06-27 00:20:40 UTC,-73.970698,40.788531,-73.938011,40.85527,1,20,0
2013-06-27 00:20:40 UTC,-73.987433,40.760706,-73.954302,40.778213,4,14.55,0
2009-02-20 13:34:16 UTC,-73.974478,40.756004,-73.961013,40.775931,1,12.32,0
2009-02-20 13:34:16 UTC,-74.010012,40.720559,-74.002766,40.760599,2,31.22,1
2009-02-20 13:34:16 UTC,-73.964135,40.757195,-73.976472,40.765838,3,22.43,1
2010-08-22 21:14:08 UTC,-73.863752,40.771078,-73.980705,40.763274,4,19.99,0
2010-08-22 21:14:08 UTC,-73.992531,40.758518,-74.01358,40.702339,3,20,0
2010-08-22 21:14:08 UTC,-74.010177,40.721474,-74.016017,40.717565,2,22,0
2010-08-22 21:14:08 UTC,-73.977022,40.747605,-73.957033,40.766981,1,17,0
2012-08-06 08:58:08 UTC,-73.996535,40.716279,-73.993749,40.71475,4,94,1
2012-08-06 08:58:08 UTC,-73.915507,40.746298,-73.986717,40.740458,1,21.12,0
2013-11-04 08:34:12 UTC,-73.946295,40.780178,-73.955901,40.784911,2,24.66,0
2013-11-04 08:34:12 UTC,-73.995487,40.730777,-74.007569,40.751626,3,12.44,0
2013-11-04 08:34:12 UTC,-73.983985,40.769246,-73.987803,40.7479,4,9.45,0
2011-06-24 20:34:48 UTC,-73.97265,40.759165,-73.986713,40.73974,1,66.78,1
2011-06-24 20:34:48 UTC,-74.001481,40.727788,-73.967842,40.801968,1,34.54,1
2011-03-28 20:38:36 UTC,-74.005496,40.745833,-73.991388,40.755096,2,12.92,0
2011-03-28 20:38:36 UTC,-73.950124,40.809802,-73.948837,40.807466,2,16.33,0
2011-03-28 20:38:36 UTC,-73.982742,40.761639,-74.003303,40.743807,4,12.22,0
2011-08-14 20:36:28 UTC,-74.000951,40.73185,-74.005094,40.718853,4,19.99,0
2011-08-14 20:36:28 UTC,-73.980988,40.752928,-73.990592,40.736779,3,80.45,1
2011-08-14 20:36:28 UTC,-73.994588,40.745616,-73.976172,40.668559,3,56.76,1
2011-08-14 20:36:28 UTC,-73.973,40.7642,-73.9516,40.7737,4,33.65,0
2015-02-21 15:52:44 UTC,-73.99964142,40.76128387,-74.00495911,40.70695114,4,45.55,0
2015-02-21 15:52:44 UTC,-73.99768066,40.74091339,-73.97631073,40.73230743,3,83.45,0
2015-02-21 15:52:44 UTC,-73.98439026,40.6964035,-73.98313141,40.7441597,3,99.72,1
2015-02-21 15:52:44 UTC,-73.98043823,40.734478,-74.00392914,40.74144745,2,105.33,1
2013-01-29 11:29:52 UTC,-74.000547,40.742711,-73.992309,40.764048,2,112.22,1
2014-09-12 19:03:48 UTC,-73.986059,40.750543,-73.976333,40.732467,1,160.34,1
2013-11-09 18:52:40 UTC,-74.005436,40.721001,-73.984981,40.724268,1,172.44,1
2013-11-09 18:52:40 UTC,-73.99076,40.750222,-74.001369,40.721367,3,22.36,0
2013-04-25 16:10:04 UTC,-73.971341,40.751362,-73.776249,40.645615,4,34.65,0
2013-04-25 16:10:04 UTC,-73.995792,40.753923,-73.979892,40.751194,2,66.23,1
2013-09-07 14:37:52 UTC,-73.942504,40.812047,-73.961201,40.801051,1,21.45,0
2013-09-07 14:37:52 UTC,-74.009985,40.721755,-73.98842,40.714197,4,22.45,0
2013-09-07 14:37:52 UTC,-73.999344,40.742281,-74.007075,40.748069,3,12.54,0
2011-05-21 13:16:20 UTC,-73.989861,40.76742,-73.982949,40.77692,2,19.54,0
2011-05-21 13:16:20 UTC,-73.980611,40.751283,-73.968612,40.758526,1,24.33,0
2011-05-21 13:16:20 UTC,-73.997552,40.721409,-74.005576,40.744953,1,32.33,1
2011-11-25 16:36:24 UTC,-73.993943,40.740982,-73.98323,40.731559,1,11.23,0
2011-11-25 16:36:24 UTC,-74.000256,40.730506,-73.979219,40.761097,2,13.95,0
2015-01-31 20:54:04 UTC,-74.00137329,40.73705673,-73.99819183,40.72898865,3,20.56,0
2010-11-01 23:31:28 UTC,-73.996852,40.737529,-73.991014,40.755837,4,5.2,1
2010-11-01 23:31:28 UTC,-73.959735,40.767036,-73.979618,40.743739,1,136.52,1
2010-11-01 23:31:28 UTC,-73.998827,40.724698,-73.972162,40.747326,2,66.76,1
2011-03-24 15:57:04 UTC,-73.982587,40.746472,-73.98381,40.743944,3,4.33,1
2011-03-24 15:57:04 UTC,-73.959245,40.767553,-73.977747,40.776222,4,59.22,1
2010-05-10 10:37:04 UTC,-73.976646,40.749266,-73.990333,40.745231,3,12,0
2010-05-10 10:37:04 UTC,-73.985901,40.75565,-73.975898,40.75736,2,19.45,0
2010-05-10 10:37:04 UTC,-74.011108,40.715461,-73.996243,40.696673,1,20,0
2010-05-10 10:37:04 UTC,-73.991668,40.749447,-74.005707,40.725886,4,14.55,0
2012-06-09 16:53:44 UTC,-73.973334,40.763702,-73.991643,40.754099,1,12.32,0
2012-08-22 22:39:20 UTC,-73.983765,40.765684,-74.009293,40.706195,2,31.22,1
2012-08-22 22:39:20 UTC,-73.9784,40.744983,-73.98541,40.735961,3,22.43,1
2012-12-23 02:29:16 UTC,-74.003236,40.731949,-73.959567,40.762818,4,19.99,0
2012-06-30 15:55:12 UTC,-74.009518,40.746582,-73.967179,40.763811,3,20,0
2012-06-30 15:55:12 UTC,-73.990302,40.750902,-74.00217,40.738394,2,22,0
2012-06-30 15:55:12 UTC,-74.000283,40.737562,-74.013773,40.702387,1,17,0
2012-06-30 15:55:12 UTC,-74.003962,40.74789,-73.995598,40.75949,4,94,1
2011-10-02 23:36:00 UTC,-73.96623,40.75384,-73.9362,40.794797,1,21.12,0
2011-10-02 23:36:00 UTC,-73.974375,40.679922,-73.953957,40.730305,2,24.66,0
2011-10-02 23:36:00 UTC,-73.973798,40.687278,-73.964767,40.638197,3,12.44,0
2011-10-02 23:36:00 UTC,-73.979785,40.775892,-73.985015,40.776243,4,9.45,0
2011-10-02 23:36:00 UTC,-73.97977,40.739613,-74.007737,40.705207,1,66.78,1
2011-10-02 23:36:00 UTC,-74.004512,40.730533,-74.006707,40.726593,1,34.54,1
2011-10-02 23:36:00 UTC,-73.98237,40.773378,-74.006975,40.734665,2,12.92,0
2011-10-02 23:36:00 UTC,-73.874508,40.774035,-73.989043,40.729173,2,16.33,0
2011-10-02 23:36:00 UTC,-73.952852,40.772537,-73.978942,40.747175,4,12.22,0
2011-10-02 23:36:00 UTC,-73.992417,40.748752,-73.972457,40.753812,4,19.99,0
2011-10-02 23:36:00 UTC,-73.974753,40.737138,-73.985293,40.751237,3,80.45,1
2011-10-02 23:36:00 UTC,-73.96851,40.754948,-73.977967,40.734193,3,56.76,1
2011-10-02 23:36:00 UTC,-74.001977,40.724452,-73.998415,40.7351,4,33.65,0
2011-10-02 23:36:00 UTC,-73.988713,40.718857,-74.005467,40.727107,4,45.55,0
2011-10-02 23:36:00 UTC,-73.982157,40.674133,-73.984368,40.663597,3,83.45,0
2011-10-02 23:36:00 UTC,-73.985117,40.758853,-74.001898,40.735202,3,99.72,1
2011-10-02 23:36:00 UTC,-73.98666,40.722447,-74.006417,40.738717,2,105.33,1
2011-10-02 23:36:00 UTC,-73.951082,40.825677,-73.999648,40.751497,2,112.22,1
2011-10-02 23:36:00 UTC,-73.984588,40.728882,-73.98222,40.762638,1,160.34,1
2011-10-02 23:36:00 UTC,-73.98893,40.763657,-73.98581,40.777935,1,172.44,1
2011-10-02 23:36:00 UTC,-73.990338,40.718968,-73.979143,40.724242,3,22.36,0
2011-10-02 23:36:00 UTC,-74.004547,40.742232,-73.978482,40.76278,4,34.65,0
2011-10-02 23:36:00 UTC,-73.963667,40.761457,-73.930565,40.764632,2,66.23,1
2011-10-02 23:36:00 UTC,-73.997988,40.721363,-73.989735,40.75994,1,21.45,0
2011-10-02 23:36:00 UTC,-73.994255,40.745455,-74.010107,40.714307,4,22.45,0
2011-10-02 23:36:00 UTC,-73.991552,40.750048,-73.98445,40.733053,3,12.54,0
2011-10-02 23:36:00 UTC,-73.97631,40.775892,-73.989425,40.776447,2,19.54,0
2011-10-02 23:36:00 UTC,-73.950557,40.826583,-73.938448,40.814805,1,24.33,0
2011-10-02 23:36:00 UTC,-73.99407,40.751413,-73.980663,40.773985,1,32.33,1
2011-10-02 23:36:00 UTC,-73.950275,40.784657,-73.984137,40.743215,1,11.23,0
2011-10-02 23:36:00 UTC,-73.988043,40.759873,-73.973568,40.789705,2,13.95,0
2011-10-02 23:36:00 UTC,-73.874537,40.774122,-73.98068,40.736777,3,20.56,0
2011-10-02 23:36:00 UTC,-73.778122,40.646807,-73.988785,40.768785,4,5.2,1
2011-10-02 23:36:00 UTC,-73.983595,40.729822,-73.976848,40.751838,1,136.52,1
2011-10-02 23:36:00 UTC,-73.989715,40.756712,-73.959547,40.76758,2,66.76,1
2011-10-02 23:36:00 UTC,-73.870935,40.77375,-73.971443,40.752472,3,4.33,1
2011-10-02 23:36:00 UTC,-73.991002,40.739687,-73.962187,40.810145,4,59.22,1
2011-10-02 23:36:00 UTC,-73.997767,40.751432,-73.98802,40.723718,3,12,0
2011-10-02 23:36:00 UTC,-73.991543,40.666665,-73.983587,40.729985,2,19.45,0
2011-10-02 23:36:00 UTC,-73.991032,40.755988,-73.953158,40.817478,1,20,0
2011-10-02 23:36:00 UTC,-73.992658,40.748482,-73.98959,40.725898,4,14.55,0
2011-10-02 23:36:00 UTC,-73.962542,40.762998,-74.009377,40.720012,1,12.32,0
2011-10-02 23:36:00 UTC,-73.963585,40.710397,-74.001565,40.708507,2,31.22,1
2011-10-02 23:36:00 UTC,-74.000685,40.720933,-73.95292,40.654447,3,22.43,1
2011-10-02 23:36:00 UTC,-73.814387,41.06966,-73.842272,41.051657,4,19.99,0
2011-10-02 23:36:00 UTC,-73.986485,40.730183,-73.952503,40.69512,3,20,0
2011-10-02 23:36:00 UTC,-73.871065,40.773777,-74.007195,40.70777,2,22,0
2011-10-02 23:36:00 UTC,-73.990668,40.746012,-73.932105,40.75767,1,17,0
2011-10-02 23:36:00 UTC,-74.005023,40.710738,-73.987217,40.771017,4,94,1
2011-10-02 23:36:00 UTC,-73.98909,40.721515,-74.008942,40.710937,1,21.12,0
2011-10-02 23:36:00 UTC,-73.96821,40.762427,-73.949925,40.708173,2,24.66,0
2011-10-02 23:36:00 UTC,-73.998213,40.745158,-73.97574,40.670575,3,12.44,0
2011-10-02 23:36:00 UTC,-73.78442,40.648597,-73.965768,40.764437,4,9.45,0
2011-10-02 23:36:00 UTC,-73.968527,40.758878,-73.947385,40.779885,1,66.78,1
2011-10-02 23:36:00 UTC,-74.002903,40.728115,-73.999785,40.72676,1,34.54,1
2011-10-02 23:36:00 UTC,-73.986823,40.76135,-73.984955,40.767673,2,12.92,0
2013-03-21 12:47:28 UTC,-73.973117,40.754395,-73.955698,40.781096,2,16.33,0
2013-03-21 12:47:28 UTC,-73.958269,40.779908,-73.9876,40.776203,4,12.22,0
2013-03-21 12:47:28 UTC,-73.969176,40.764169,-73.988718,40.737069,4,19.99,0
2013-03-21 12:47:28 UTC,-73.961577,40.777312,-73.945294,40.778813,3,80.45,1
2013-03-21 12:47:28 UTC,-73.989398,40.751316,-73.979288,40.76169,3,56.76,1
2013-06-07 03:02:56 UTC,-73.977029,40.683456,-73.948796,40.633798,4,33.65,0
2013-06-07 03:02:56 UTC,-73.995692,40.757253,-74.006898,40.743844,4,45.55,0
2010-09-05 22:31:32 UTC,-74.047394,40.785789,-74.047394,40.785789,3,83.45,0
2013-07-12 23:33:24 UTC,-73.967037,40.76666,-73.993972,40.761483,3,99.72,1
2009-12-03 02:32:08 UTC,-74.004578,40.742129,-73.985415,40.668713,2,105.33,1
2009-10-15 03:50:36 UTC,-73.986673,40.718198,-73.979166,40.72784,2,112.22,1
2011-09-25 22:36:32 UTC,-73.945484,40.746101,-73.978348,40.670895,1,160.34,1
2011-09-25 22:36:32 UTC,-73.977639,40.725903,-74.012544,40.707921,1,172.44,1
2015-06-08 20:02:56 UTC,-73.97542572,40.7543869,-74.00476837,40.74801254,3,22.36,0
2014-07-16 08:03:32 UTC,-73.980749,40.742435,-74.005971,40.726187,4,34.65,0
2014-07-16 08:03:32 UTC,-73.945536,40.833451,-73.964991,40.802023,2,66.23,1
2011-12-15 13:14:32 UTC,-73.993275,40.722275,-73.976664,40.739424,1,21.45,0
2011-12-15 13:14:32 UTC,-73.999149,40.746061,-73.992248,40.739694,4,22.45,0
2011-10-11 22:13:48 UTC,-73.993689,40.728997,-73.95633,40.775548,3,12.54,0
2011-10-11 22:13:48 UTC,-73.9962,40.732,-74.0081,40.7076,2,19.54,0
2011-10-11 22:13:48 UTC,-73.987262,40.742164,-74.003042,40.726977,1,24.33,0
2013-09-14 16:53:20 UTC,-73.960248,40.761936,-73.945896,40.781818,1,32.33,1
2013-09-14 16:53:20 UTC,-73.977633,40.752277,-73.951582,40.76638,1,11.23,0
2014-02-06 09:09:56 UTC,-73.965528,40.762879,-73.961713,40.771034,2,13.95,0
